125
0	0	0	21
0.25	0	0	20
0.5	0	0	20
0.75	0	0	20
1	0	0	22
0	0.25	0	17
0.25	0.25	0	16
0.5	0.25	0	16
0.75	0.25	0	16
1	0.25	0	18
0	0.5	0	17
0.25	0.5	0	16
0.5	0.5	0	16
0.75	0.5	0	16
1	0.5	0	18
0	0.75	0	17
0.25	0.75	0	16
0.5	0.75	0	16
0.75	0.75	0	16
1	0.75	0	18
0	1	0	25
0.25	1	0	24
0.5	1	0	24
0.75	1	0	24
1	1	0	26
0	0	0.25	5
0.25	0	0.25	4
0.5	0	0.25	4
0.75	0	0.25	4
1	0	0.25	6
0	0.25	0.25	1
0.25	0.25	0.25	0
0.5	0.25	0.25	0
0.75	0.25	0.25	0
1	0.25	0.25	2
0	0.5	0.25	1
0.25	0.5	0.25	0
0.5	0.5	0.25	0
0.75	0.5	0.25	0
1	0.5	0.25	2
0	0.75	0.25	1
0.25	0.75	0.25	0
0.5	0.75	0.25	0
0.75	0.75	0.25	0
1	0.75	0.25	2
0	1	0.25	9
0.25	1	0.25	8
0.5	1	0.25	8
0.75	1	0.25	8
1	1	0.25	10
0	0	0.5	5
0.25	0	0.5	4
0.5	0	0.5	4
0.75	0	0.5	4
1	0	0.5	6
0	0.25	0.5	1
0.25	0.25	0.5	0
0.5	0.25	0.5	0
0.75	0.25	0.5	0
1	0.25	0.5	2
0	0.5	0.5	1
0.25	0.5	0.5	0
0.5	0.5	0.5	0
0.75	0.5	0.5	0
1	0.5	0.5	2
0	0.75	0.5	1
0.25	0.75	0.5	0
0.5	0.75	0.5	0
0.75	0.75	0.5	0
1	0.75	0.5	2
0	1	0.5	9
0.25	1	0.5	8
0.5	1	0.5	8
0.75	1	0.5	8
1	1	0.5	10
0	0	0.75	5
0.25	0	0.75	4
0.5	0	0.75	4
0.75	0	0.75	4
1	0	0.75	6
0	0.25	0.75	1
0.25	0.25	0.75	0
0.5	0.25	0.75	0
0.75	0.25	0.75	0
1	0.25	0.75	2
0	0.5	0.75	1
0.25	0.5	0.75	0
0.5	0.5	0.75	0
0.75	0.5	0.75	0
1	0.5	0.75	2
0	0.75	0.75	1
0.25	0.75	0.75	0
0.5	0.75	0.75	0
0.75	0.75	0.75	0
1	0.75	0.75	2
0	1	0.75	9
0.25	1	0.75	8
0.5	1	0.75	8
0.75	1	0.75	8
1	1	0.75	10
0	0	1	37
0.25	0	1	36
0.5	0	1	36
0.75	0	1	36
1	0	1	38
0	0.25	1	33
0.25	0.25	1	32
0.5	0.25	1	32
0.75	0.25	1	32
1	0.25	1	34
0	0.5	1	33
0.25	0.5	1	32
0.5	0.5	1	32
0.75	0.5	1	32
1	0.5	1	34
0	0.75	1	33
0.25	0.75	1	32
0.5	0.75	1	32
0.75	0.75	1	32
1	0.75	1	34
0	1	1	41
0.25	1	1	40
0.5	1	1	40
0.75	1	1	40
1	1	1	42
384
26	1	31	32	-1
1	26	27	32	-1
2	1	27	32	-1
1	2	7	32	-1
6	1	7	32	-1
1	6	31	32	-1
27	2	32	33	-1
2	27	28	33	-1
3	2	28	33	-1
2	3	8	33	-1
7	2	8	33	-1
2	7	32	33	-1
28	3	33	34	-1
3	28	29	34	-1
4	3	29	34	-1
3	4	9	34	-1
8	3	9	34	-1
3	8	33	34	-1
29	4	34	35	-1
4	29	30	35	-1
5	4	30	35	-1
4	5	10	35	-1
9	4	10	35	-1
4	9	34	35	-1
31	6	36	37	-1
6	31	32	37	-1
7	6	32	37	-1
6	7	12	37	-1
11	6	12	37	-1
6	11	36	37	-1
32	7	37	38	-1
7	32	33	38	-1
8	7	33	38	-1
7	8	13	38	-1
12	7	13	38	-1
7	12	37	38	-1
33	8	38	39	-1
8	33	34	39	-1
9	8	34	39	-1
8	9	14	39	-1
13	8	14	39	-1
8	13	38	39	-1
34	9	39	40	-1
9	34	35	40	-1
10	9	35	40	-1
9	10	15	40	-1
14	9	15	40	-1
9	14	39	40	-1
36	11	41	42	-1
11	36	37	42	-1
12	11	37	42	-1
11	12	17	42	-1
16	11	17	42	-1
11	16	41	42	-1
37	12	42	43	-1
12	37	38	43	-1
13	12	38	43	-1
12	13	18	43	-1
17	12	18	43	-1
12	17	42	43	-1
38	13	43	44	-1
13	38	39	44	-1
14	13	39	44	-1
13	14	19	44	-1
18	13	19	44	-1
13	18	43	44	-1
39	14	44	45	-1
14	39	40	45	-1
15	14	40	45	-1
14	15	20	45	-1
19	14	20	45	-1
14	19	44	45	-1
41	16	46	47	-1
16	41	42	47	-1
17	16	42	47	-1
16	17	22	47	-1
21	16	22	47	-1
16	21	46	47	-1
42	17	47	48	-1
17	42	43	48	-1
18	17	43	48	-1
17	18	23	48	-1
22	17	23	48	-1
17	22	47	48	-1
43	18	48	49	-1
18	43	44	49	-1
19	18	44	49	-1
18	19	24	49	-1
23	18	24	49	-1
18	23	48	49	-1
44	19	49	50	-1
19	44	45	50	-1
20	19	45	50	-1
19	20	25	50	-1
24	19	25	50	-1
19	24	49	50	-1
51	26	56	57	-1
26	51	52	57	-1
27	26	52	57	-1
26	27	32	57	-1
31	26	32	57	-1
26	31	56	57	-1
52	27	57	58	-1
27	52	53	58	-1
28	27	53	58	-1
27	28	33	58	-1
32	27	33	58	-1
27	32	57	58	-1
53	28	58	59	-1
28	53	54	59	-1
29	28	54	59	-1
28	29	34	59	-1
33	28	34	59	-1
28	33	58	59	-1
54	29	59	60	-1
29	54	55	60	-1
30	29	55	60	-1
29	30	35	60	-1
34	29	35	60	-1
29	34	59	60	-1
56	31	61	62	-1
31	56	57	62	-1
32	31	57	62	-1
31	32	37	62	-1
36	31	37	62	-1
31	36	61	62	-1
57	32	62	63	-1
32	57	58	63	-1
33	32	58	63	-1
32	33	38	63	-1
37	32	38	63	-1
32	37	62	63	-1
58	33	63	64	-1
33	58	59	64	-1
34	33	59	64	-1
33	34	39	64	-1
38	33	39	64	-1
33	38	63	64	-1
59	34	64	65	-1
34	59	60	65	-1
35	34	60	65	-1
34	35	40	65	-1
39	34	40	65	-1
34	39	64	65	-1
61	36	66	67	-1
36	61	62	67	-1
37	36	62	67	-1
36	37	42	67	-1
41	36	42	67	-1
36	41	66	67	-1
62	37	67	68	-1
37	62	63	68	-1
38	37	63	68	-1
37	38	43	68	-1
42	37	43	68	-1
37	42	67	68	-1
63	38	68	69	-1
38	63	64	69	-1
39	38	64	69	-1
38	39	44	69	-1
43	38	44	69	-1
38	43	68	69	-1
64	39	69	70	-1
39	64	65	70	-1
40	39	65	70	-1
39	40	45	70	-1
44	39	45	70	-1
39	44	69	70	-1
66	41	71	72	-1
41	66	67	72	-1
42	41	67	72	-1
41	42	47	72	-1
46	41	47	72	-1
41	46	71	72	-1
67	42	72	73	-1
42	67	68	73	-1
43	42	68	73	-1
42	43	48	73	-1
47	42	48	73	-1
42	47	72	73	-1
68	43	73	74	-1
43	68	69	74	-1
44	43	69	74	-1
43	44	49	74	-1
48	43	49	74	-1
43	48	73	74	-1
69	44	74	75	-1
44	69	70	75	-1
45	44	70	75	-1
44	45	50	75	-1
49	44	50	75	-1
44	49	74	75	-1
76	51	81	82	-1
51	76	77	82	-1
52	51	77	82	-1
51	52	57	82	-1
56	51	57	82	-1
51	56	81	82	-1
77	52	82	83	-1
52	77	78	83	-1
53	52	78	83	-1
52	53	58	83	-1
57	52	58	83	-1
